date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-02-17,sh.000035,2347.2360,2416.4000,2346.8300,2416.4000,2344.8810,1001695104,13184316672.0000,3.050006
2020-02-18,sh.000035,2417.9820,2421.7410,2391.3960,2421.2800,2416.4000,1085430000,13440382720.0000,0.201953
2020-02-19,sh.000035,2426.0610,2426.4730,2409.6790,2412.9640,2421.2800,968230704,13884720896.0000,-0.343455
2020-02-20,sh.000035,2424.4080,2468.1500,2421.0590,2464.9440,2412.9640,1156437008,15118633216.0000,2.154197
2020-02-21,sh.000035,2468.9360,2495.3390,2465.5480,2487.2970,2464.9440,1316253200,15630223616.0000,0.906836
2020-02-24,sh.000035,2475.4450,2494.5670,2463.4320,2474.0000,2487.2970,1211776496,16526616064.0000,-0.534596
2020-02-25,sh.000035,2436.8260,2486.6770,2402.7280,2482.8850,2474.0000,1768963008,20317898496.0000,0.359135
2020-02-26,sh.000035,2460.7380,2487.4360,2435.2640,2440.2800,2482.8850,2224766400,21219767040.0000,-1.715947
2020-02-27,sh.000035,2444.4780,2457.0050,2430.9600,2435.7210,2440.2800,1641560304,16241986560.0000,-0.186823
2020-02-28,sh.000035,2363.2000,2389.2910,2321.6300,2342.7170,2435.7210,1709554304,16841439488.0000,-3.818336
2020-03-02,sh.000035,2346.9090,2419.3440,2346.9090,2410.1140,2342.7170,1472226208,15047973120.0000,2.876873
2020-03-03,sh.000035,2445.0460,2452.3440,2402.6360,2418.7360,2410.1140,1459503200,14926311936.0000,0.357742
2020-03-04,sh.000035,2398.8410,2421.7230,2391.3040,2420.6220,2418.7360,1056463200,11304395264.0000,0.077975
2020-03-05,sh.000035,2438.6850,2469.6380,2428.5890,2466.6140,2420.6220,1227521008,14368629248.0000,1.900008
2020-03-06,sh.000035,2437.6710,2446.9690,2428.7920,2433.8700,2466.6140,1076082496,11037376000.0000,-1.327488
2020-03-09,sh.000035,2392.7768,2392.7768,2339.7188,2339.7188,2433.8704,1225830000,13701067043.0000,-3.868390
2020-03-10,sh.000035,2317.1842,2404.9890,2312.8857,2400.5719,2339.7188,1190157000,13219902025.0000,2.600872
2020-03-11,sh.000035,2401.2734,2410.8885,2380.4932,2380.8781,2400.5719,1104696200,12227477706.0000,-0.820380
2020-03-12,sh.000035,2351.6136,2351.8654,2308.9262,2328.8079,2380.8781,949463500,10520571039.0000,-2.187017
2020-03-13,sh.000035,2218.3063,2319.8116,2212.9444,2305.8909,2328.8079,1111913200,13646261185.0000,-0.984066
2020-03-16,sh.000035,2306.3037,2306.9963,2182.6391,2189.0417,2305.8909,1066690900,12980215983.0000,-5.067421
2020-03-17,sh.000035,2189.4830,2220.2145,2115.5151,2158.3504,2189.0417,941262300,10523514942.0000,-1.402043
2020-03-18,sh.000035,2173.0653,2192.3744,2112.6088,2115.0453,2158.3504,896834500,10043702430.0000,-2.006398
2020-03-19,sh.000035,2105.2364,2122.8131,2025.4681,2075.1879,2114.0948,981606400,11390108641.0000,-1.840357
2020-03-20,sh.000035,2098.1064,2108.8229,2064.3921,2101.1245,2075.1879,757871900,9223643609.0000,1.249843
2020-03-23,sh.000035,2036.0834,2038.6716,1984.9775,1986.8795,2101.1245,853095900,9641264744.0000,-5.437327
2020-03-24,sh.000035,2020.9074,2067.5769,2000.3695,2061.3911,1986.8795,869075800,10164634193.0000,3.750182
2020-03-25,sh.000035,2119.0931,2151.9460,2103.9212,2147.0478,2061.3911,1081098300,13393034939.0000,4.155286
2020-03-26,sh.000035,2124.8856,2127.6175,2103.5484,2106.1560,2147.0478,743864000,8341496338.0000,-1.904559
2020-03-27,sh.000035,2129.6932,2142.6015,2114.8241,2114.8241,2106.1560,701584900,8015077759.0000,0.411560
2020-02-04,sh.000036,9629.6480,9941.3700,9629.6480,9938.4810,9690.2990,695192304,19350348288.0000,2.561139
2020-02-05,sh.000036,9984.3740,10046.0130,9895.4760,10033.8710,9938.4810,581318896,15432129536.0000,0.959805
2020-02-06,sh.000036,10074.1070,10287.4610,10027.3690,10254.7810,10033.8710,596804400,15282665472.0000,2.201643
2020-02-07,sh.000036,10226.1040,10423.9860,10164.0020,10413.2970,10254.7810,489872000,12497621760.0000,1.545777
2020-02-10,sh.000036,10328.4350,10489.5280,10293.7460,10471.1340,10413.2970,583790304,12931762432.0000,0.555415
2020-02-11,sh.000036,10449.5840,10572.6720,10428.4160,10521.2120,10471.1340,472812208,13564326144.0000,0.478248
2020-02-12,sh.000036,10547.1320,10604.7390,10546.5120,10583.8200,10521.2120,374387600,9838678016.0000,0.595065
2020-02-13,sh.000036,10646.9700,10668.5160,10520.4130,10542.1750,10583.8200,647849808,14608489728.0000,-0.393478
2020-02-14,sh.000036,10508.1180,10553.3080,10458.9030,10508.7060,10542.1750,594795504,12668675840.0000,-0.317477
2020-02-17,sh.000036,10522.4670,10700.0920,10522.4670,10699.0240,10508.7060,747897904,15393904640.0000,1.811051
2020-02-18,sh.000036,10666.4050,10693.5740,10608.7580,10686.2570,10699.0240,680174096,14682030592.0000,-0.119329
2020-02-19,sh.000036,10659.1330,10759.3180,10628.4430,10702.8480,10686.2570,545879504,14914336768.0000,0.155255
2020-02-20,sh.000036,10725.0080,10959.0180,10716.6390,10950.2360,10702.8480,587901104,17662302720.0000,2.311422
2020-02-21,sh.000036,10898.8140,10916.5660,10825.7580,10861.4800,10950.2360,532075696,13721627904.0000,-0.810540
2020-02-24,sh.000036,10779.5790,10789.2340,10627.5840,10729.8460,10861.4800,629250400,16282989312.0000,-1.211934
2020-02-25,sh.000036,10558.5210,10675.3210,10467.1070,10641.7760,10729.8460,623594096,16331700736.0000,-0.820795
2020-02-26,sh.000036,10513.7250,10654.2910,10494.2110,10535.4080,10641.7760,605672096,15208208896.0000,-0.999532
2020-02-27,sh.000036,10561.8210,10749.3080,10561.8210,10698.0310,10535.4080,451527600,13120063232.0000,1.543585
2020-02-28,sh.000036,10432.3470,10540.3810,10273.9570,10326.6660,10698.0310,523776800,15591707648.0000,-3.471340
2020-03-02,sh.000036,10367.0420,10637.3850,10367.0420,10590.6330,10326.6660,490302704,15173965312.0000,2.556169
2020-03-03,sh.000036,10693.1310,10777.4310,10681.5750,10731.1800,10590.6330,567004000,16549182208.0000,1.327088
2020-03-04,sh.000036,10692.2740,10920.9260,10670.7090,10909.8710,10731.1800,718146400,18139203840.0000,1.665157
2020-03-05,sh.000036,10954.6260,11274.6450,10954.6260,11229.0770,10909.8710,776056800,23206819072.0000,2.925846
2020-03-06,sh.000036,11103.3360,11248.8380,11070.8270,11092.4100,11229.0770,544614896,13671561984.0000,-1.217081
2020-03-09,sh.000036,10892.3666,10892.9997,10639.2703,10648.2231,11092.4105,620372200,17429099582.0000,-4.004426
2020-03-10,sh.000036,10560.2447,10942.7686,10550.8694,10924.4628,10648.2231,564810800,17861440641.0000,2.594233
2020-03-11,sh.000036,10938.3576,11073.5726,10906.1292,10937.7994,10924.4628,532249600,14836539159.0000,0.122080
2020-03-12,sh.000036,10805.5195,10805.5195,10642.6194,10709.9018,10937.7994,460242400,13213651907.0000,-2.083578
2020-03-13,sh.000036,10239.0345,10632.8068,10204.0615,10577.9103,10709.9018,633791100,19306924155.0000,-1.232425
2020-03-16,sh.000036,10507.3432,10539.7299,10103.4912,10143.1756,10577.9103,607547000,16539140915.0000,-4.109835
2020-03-17,sh.000036,10150.4892,10276.9958,9771.2386,10104.7214,10143.1756,546701200,18334393168.0000,-0.379114
2020-03-18,sh.000036,10151.5262,10335.6115,9961.9683,9970.4664,10104.7214,509375700,16538876686.0000,-1.328636
2020-03-19,sh.000036,9940.5137,10059.2942,9633.7865,9885.7761,9962.9087,631054300,21216169490.0000,-0.774198
2020-03-20,sh.000036,9937.9461,10191.6541,9937.9461,10148.3873,9885.7761,513169800,15562584654.0000,2.656455
2020-03-23,sh.000036,9848.1199,10052.8551,9829.9300,9953.9745,10148.3873,614532400,15166569096.0000,-1.915701
2020-03-24,sh.000036,10113.4540,10230.9362,10012.5005,10217.2932,9953.9745,641335900,16088921058.0000,2.645362
2020-03-25,sh.000036,10429.0113,10463.9856,10340.1388,10417.1447,10217.2932,727164400,15707564887.0000,1.956012
2020-03-26,sh.000036,10379.4700,10606.8116,10358.9654,10557.0389,10417.1447,765614600,15167921355.0000,1.342923
2020-03-27,sh.000036,10670.8631,10814.5531,10662.8624,10689.9628,10557.0389,744620500,16162556981.0000,1.259102
2020-02-04,sh.000037,6548.0110,6704.4870,6487.2680,6674.9350,6513.6490,1265633200,23064078848.0000,2.476124
2020-02-05,sh.000037,6762.9050,6991.8820,6718.6720,6989.4430,6674.9350,1403171696,28761955840.0000,4.711776
2020-02-06,sh.000037,7046.4910,7328.2240,6993.4810,7245.1720,6989.4430,1745733696,36359151360.0000,3.658789
2020-02-07,sh.000037,7267.5360,7323.9810,7034.0310,7100.1670,7245.1720,1857935504,31991158528.0000,-2.001402
2020-02-10,sh.000037,7060.6130,7060.6130,6921.5630,7018.4510,7100.1670,1114792304,21512817408.0000,-1.150903
2020-02-11,sh.000037,6999.3110,7036.4490,6922.0070,7027.1630,7018.4510,897643904,17512261632.0000,0.124130
2020-02-12,sh.000037,7036.5710,7132.1250,7009.9180,7094.7230,7027.1630,984456704,18754044928.0000,0.961412
